CellNum	Stage	Mother/daughter	mtDNA rep observed	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Min	Max	X	Y	XM	YM	IntDen	Median	RawIntDen
58	G1	M		1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series049.tif:1	18.122	57.713	48.141	8	255	24.65	19.315	24.444	19.166	1045.858	40	808670
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series049.tif:2	18.122	50.847	18.501	9	158	24.65	19.315	24.638	19.231	921.447	49	712474
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series049.tif:1	2.01	136.64	45.543	27	255	23.87	18.541	23.884	18.529	274.619	136	212339
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series049.tif:2	2.01	67.581	16.928	25	132	23.87	18.541	23.892	18.534	135.824	67	105021
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series049.tif:1	0.102	36.291	15.018	13	80	25.79	18.646	25.788	18.649	3.708	36	2867
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series049.tif:2	0.102	57.139	17.279	27	130	25.79	18.646	25.785	18.65	5.838	55	4514
59	G1	M		1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series049.tif:1	12.011	60.983	54.267	8	255	29.099	18.031	28.735	18.23	732.465	43	566351
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series049.tif:2	12.011	49.696	20.861	9	172	29.099	18.031	29.005	18.073	596.89	49	461523
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series049.tif:1	1.433	156.883	52.132	29	255	27.924	18.198	27.918	18.215	224.81	156	173826
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series049.tif:2	1.433	61.05	17.92	20	125	27.924	18.198	27.959	18.173	87.483	59	67643
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series049.tif:1	0.233	36.5	16.612	8	92	29.553	17.319	29.551	17.323	8.497	34	6570
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series049.tif:2	0.233	49.961	13.198	21	92	29.553	17.319	29.55	17.316	11.631	49	8993
60	G1	M	1	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.53	66.705	59.782	8	255	12.724	16.67	12.876	16.966	769.097	48	1057201
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.53	40.872	18.673	9	127	12.724	16.67	12.797	16.696	471.254	39	647786
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.283	192.36	52.936	44	255	13.491	17.235	13.491	17.24	246.852	200	339323
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.283	57.242	16.973	12	127	13.491	17.235	13.468	17.201	73.458	56	100975
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.095	52.718	19.95	11	104	13.314	16.098	13.316	16.101	5.024	50	6906
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.095	52.527	15.82	28	102	13.314	16.098	13.316	16.103	5.006	50	6881
61	M	M	0	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	9.814	82.367	74.488	8	255	20.173	12.275	19.824	12.291	808.39	53	1111213
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	9.814	32.136	13.337	9	111	20.173	12.275	20.088	12.24	315.394	30	433541
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.523	224.86	41.434	51	255	19.568	12.148	19.561	12.172	342.377	250	470631
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.523	43.89	12.628	14	111	19.568	12.148	19.591	12.145	66.827	42	91861
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.105	51.572	20.32	15	134	20.74	11.616	20.738	11.616	5.44	50	7478
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.105	36.434	9.877	13	71	20.74	11.616	20.738	11.618	3.843	35	5283
62	G1	M	1	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	8.694	71.337	65.347	8	255	15.937	5.008	15.87	5.449	620.219	47	852553
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	8.694	39.521	16.548	9	129	15.937	5.008	15.933	5.066	343.599	37	472311
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.03	210.186	45.973	62	255	15.83	6.052	15.831	6.037	216.516	224	297623
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.03	47.512	16.478	11	113	15.83	6.052	15.84	6.008	48.943	45	67277
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.108	53.149	21.713	16	129	15.011	5.299	15.019	5.302	5.722	51	7866
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.108	43.892	11.995	15	80	15.011	5.299	15.018	5.298	4.726	43	6496
63	G1	M	0	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	7.962	82.529	64.105	8	255	13.263	7.108	13.099	7.179	657.062	63	903197
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	7.962	45.202	16.968	9	148	13.263	7.108	13.218	7.116	359.876	44	494686
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.225	200.325	51.597	44	255	12.965	7.101	12.979	7.108	245.415	212	337347
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.225	57.78	16.169	20	136	12.965	7.101	12.967	7.108	70.785	56	97301
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.17	60.56	25.348	14	158	14.019	7.341	13.998	7.343	10.309	58	14171
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.17	48.675	12.856	23	95	14.019	7.341	14.013	7.343	8.286	48	11390
64	G1	M	0	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	12.585	65.249	45.765	8	255	10.973	3.298	10.794	3.497	821.137	55	1128735
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	12.585	44.648	17.686	9	147	10.973	3.298	10.912	3.321	561.882	43	772363
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.138	142.66	45.779	39	255	10.505	3.635	10.511	3.636	162.317	138	223121
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.138	58.221	15.905	16	147	10.505	3.635	10.485	3.627	66.243	57	91057
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.145	53.397	20.948	9	111	12.261	3.839	12.248	3.839	7.73	51	10626
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.145	46.95	13.717	23	95	12.261	3.839	12.258	3.845	6.797	45	9343
65	M	M	1	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.298	76.681	73.41	8	255	11.774	10.812	11.555	10.767	866.33	49	1190857
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.298	39.952	17.5	9	138	11.774	10.812	11.738	10.761	451.368	38	620450
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.618	233.019	35.391	74	255	11.396	10.556	11.4	10.556	377.007	255	518234
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.618	58.867	16.808	16	133	11.396	10.556	11.425	10.54	95.242	57	130920
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.183	49.202	19.976	12	133	12.885	11.12	12.876	11.117	9.02	47	12399
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.183	42.036	12.426	15	91	12.885	11.12	12.879	11.12	7.706	41	10593
66	G1	M	0	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	10.484	63.424	60.498	8	255	2.845	4.286	2.557	4.517	664.921	44	914000
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	10.484	39.924	18.323	9	140	2.845	4.286	2.75	4.335	418.551	38	575340
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.28	190.481	56.808	35	255	2.371	4.786	2.369	4.768	243.887	201	335247
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.28	57.517	16.498	16	140	2.371	4.786	2.37	4.771	73.643	56	101230
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.214	46.228	19.686	8	130	3.475	5.615	3.468	5.614	9.887	44	13591
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.214	39.541	12.347	13	80	3.475	5.615	3.474	5.61	8.457	37	11625
67	G1	M	1	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	8.645	75.69	70.626	8	255	3.349	12.074	3.339	12.037	654.319	50	899427
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	8.645	40.863	18.897	9	137	3.349	12.074	3.373	12.04	353.25	39	485578
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.184	218.664	46.539	59	255	3.435	11.786	3.44	11.781	258.815	243	355767
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.184	61.13	17.639	19	136	3.435	11.786	3.437	11.783	72.354	59	99458
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.314	49.056	19.928	12	120	3.537	13.367	3.532	13.361	15.417	46	21192
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.314	38.549	12.632	10	95	3.537	13.367	3.542	13.356	12.115	37	16653
68	G1	M	1	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	9.533	72.833	67.802	8	255	5.019	19.89	4.96	20.342	694.313	49	954403
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	9.533	37.818	16.026	9	130	5.019	19.89	5.046	19.977	360.516	36	495566
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.218	205.75	54.915	45	255	4.973	20.958	4.957	20.967	250.564	228	344426
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.218	49.25	15.025	14	104	4.973	20.958	4.986	20.924	59.977	48	82445
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.153	50.474	20.967	9	126	5.657	19.998	5.645	19.999	7.748	47	10650
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.153	49.564	14.132	20	105	5.657	19.998	5.655	20	7.608	49	10458
69	G1	M	1	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	11.702	65.412	62.39	8	255	1.802	19.064	1.881	19.507	765.421	45	1052148
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	11.702	37.059	17.363	9	127	1.802	19.064	1.893	19.154	433.655	34	596102
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.048	214.012	53.739	29	255	2.062	20.401	2.041	20.379	224.194	243	308177
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.048	48.087	16.932	11	121	2.062	20.401	2.067	20.349	50.375	46	69245
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.215	59.061	23.04	12	143	0.849	19.874	0.858	19.86	12.675	56	17423
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.215	43.431	13.087	21	90	0.849	19.874	0.858	19.874	9.321	42	12812
70	G1	M	0	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	13.404	59.543	57	8	255	2.719	24.031	2.767	24.056	798.104	41	1097074
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	13.404	39.414	17.539	9	138	2.719	24.031	2.727	24.001	528.308	37	726212
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.985	213.538	46.727	52	255	3.209	23.754	3.194	23.76	210.338	231	289130
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.985	60.168	15.325	26	138	3.209	23.754	3.202	23.751	59.267	59	81468
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.113	46.665	18.752	10	103	3.857	24.439	3.85	24.434	5.262	42	7233
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.113	46.039	13.114	20	83	3.857	24.439	3.857	24.434	5.191	45	7136
71	G1	M	1	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	13.528	62.941	56.641	8	255	17.903	8.651	17.828	8.738	851.489	44	1170457
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	13.528	39.926	17.751	9	121	17.903	8.651	17.911	8.704	540.126	38	742457
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	1.38	185.963	53.998	51	255	17.895	8.37	17.874	8.393	256.636	195	352772
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	1.38	57.588	15.504	15	120	17.895	8.37	17.891	8.377	79.474	56	109245
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:1	0.248	41.161	17.619	8	112	19.142	8.466	19.134	8.471	10.211	39	14036
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series051_w_nums_fluor.jpg:2	0.248	47.903	12.905	21	98	19.142	8.466	19.13	8.466	11.883	46	16335
72	G1	M	0	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	10.306	50.402	55.875	8	255	15.623	9.149	15.307	9.349	519.453	30	1485052
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	10.306	31.397	12.704	9	105	15.623	9.149	15.577	9.168	323.577	30	925067
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.465	152.705	65.37	14	255	14.803	9.401	14.797	9.367	223.753	151	639682
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.465	40.731	13.09	10	105	14.803	9.401	14.841	9.378	59.681	39	170621
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.12	32.157	15.395	8	101	15.599	8.352	15.597	8.362	3.869	30	11062
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.12	38.215	11.923	14	90	15.599	8.352	15.604	8.356	4.598	37	13146
73	eG1	M	1	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	10.018	51.159	54.088	8	255	7.72	8.721	7.592	8.646	512.492	30	1465153
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	10.018	37.897	15.282	9	121	7.72	8.721	7.725	8.674	379.637	36	1085337
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.239	156.522	53.931	27	255	7.359	8.265	7.343	8.252	193.977	157	554556
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.239	47.871	13.885	14	110	7.359	8.265	7.374	8.257	59.326	46	169607
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.152	28.814	13.657	8	76	8.541	8.098	8.528	8.105	4.384	26	12534
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.152	43.034	12.308	17	94	8.541	8.098	8.538	8.1	6.548	41	18720
73	eG1	D	1	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	8.317	54.229	56.291	8	255	4.353	7.671	4.426	7.881	451.021	32	1289414
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	8.317	36.294	14.794	9	132	4.353	7.671	4.376	7.658	301.857	35	862973
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.107	158.992	56.674	20	255	4.456	8.179	4.481	8.188	176.017	163	503210
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.107	46.037	14.242	12	120	4.456	8.179	4.45	8.149	50.967	44	145707
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.125	29.025	13.048	8	72	3.444	8.066	3.454	8.066	3.614	27	10333
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.125	37.652	12.256	13	86	3.444	8.066	3.451	8.063	4.689	36	13404
74	G1	M	1	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	11.986	47.983	54.102	8	255	8.661	4.562	8.883	4.674	575.132	28	1644233
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	11.986	38.28	15.871	9	125	8.661	4.562	8.685	4.602	458.83	36	1311739
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.242	174.737	49.131	27	255	9.18	4.496	9.156	4.526	216.979	177	620317
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.242	55.891	15.646	17	125	9.18	4.496	9.176	4.502	69.402	55	198413
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.172	28.193	13.428	8	83	7.418	5.637	7.424	5.631	4.842	26	13843
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.172	36.022	12.224	11	80	7.418	5.637	7.428	5.63	6.187	35	17687
75	G1	M	1	1	1	1	cell	DAPI	26	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	13.98	47.621	46.069	8	255	11.289	7.629	11.055	7.759	665.757	33	1903319
				1	1	1	cell	EdU	27	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	13.98	43.357	15.743	9	129	11.289	7.629	11.286	7.574	606.151	42	1732912
				1	1	1	nuclei	DAPI	28	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	1.448	146.835	54.331	19	255	10.677	7.461	10.643	7.474	212.634	148	607896
				1	1	1	nuclei	EdU	29	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	1.448	55.664	15.72	16	124	10.677	7.461	10.687	7.456	80.608	54	230448
				1	1	1	cytoplasm	DAPI	30	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:1	0.205	27.373	12.88	8	89	12.633	7.831	12.629	7.829	5.62	25	16068
				1	1	1	cytoplasm	EdU	31	MAX_slide2_020818_1.lif - Series030_w_nums_fluor.jpg:2	0.205	44.169	13.038	17	106	12.633	7.831	12.626	7.833	9.069	43	25927
76	eG1	M	1	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	12.377	30.524	32.295	8	245	8.266	8.016	8.183	7.999	377.784	19	570553
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	12.377	25.737	11.328	9	95	8.266	8.016	8.26	8	318.544	24	481085
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	1.026	107.561	41.791	17	245	7.978	7.665	7.981	7.663	110.391	105	166720
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	1.026	34.015	11.546	9	95	7.978	7.665	7.986	7.663	34.91	32	52724
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.066	22.12	11.838	8	57	8.034	6.798	8.044	6.803	1.465	19	2212
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.066	30.73	9.673	12	56	8.034	6.798	8.037	6.799	2.035	30	3073
76	eG1	D	1	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	8.961	33.834	41.545	8	255	5.985	4.733	6.12	4.925	303.201	17	457913
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	8.961	23.563	10.917	9	86	5.985	4.733	5.987	4.785	211.155	22	318899
				1	1	1	nuclei	DAPI	10	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.997	122.829	52.357	9	255	6.494	4.881	6.462	4.879	122.401	121	184858
				1	1	1	nuclei	EdU	11	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.997	29.951	10.491	9	77	6.494	4.881	6.484	4.872	29.846	28	45076
				1	1	1	cytoplasm	DAPI	12	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.062	18.645	10.612	8	58	6.126	4.004	6.124	4.015	1.148	16	1734
				1	1	1	cytoplasm	EdU	13	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.062	28.29	9.14	9	57	6.126	4.004	6.121	4.009	1.742	29	2631
77	eG1	M	1	1	1	1	cell	DAPI	14	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	14.976	27.187	30.447	8	255	18.261	13.276	18.154	13.646	407.139	16	614888
				1	1	1	cell	EdU	15	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	14.976	25.253	10.977	9	107	18.261	13.276	18.253	13.321	378.178	23	571148
				1	1	1	nuclei	DAPI	16	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	1.34	96.471	40.659	8	238	18.203	14.439	18.21	14.44	129.222	93	195160
				1	1	1	nuclei	EdU	17	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	1.34	31.406	11.626	9	85	18.203	14.439	18.205	14.42	42.068	30	63534
				1	1	1	cytoplasm	DAPI	18	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.16	18.149	11.729	8	65	19.517	14.463	19.507	14.463	2.908	15	4392
				1	1	1	cytoplasm	EdU	19	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.16	26.14	9.347	9	60	19.517	14.463	19.517	14.461	4.189	25	6326
77	eG1	D	1	1	1	1	cell	DAPI	20	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	11.9	30.888	37.295	8	255	19.597	8.946	19.325	9.411	367.56	15	555112
				1	1	1	cell	EdU	21	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	11.9	26.131	11.81	9	106	19.597	8.946	19.547	8.972	310.957	24	469627
				1	1	1	nuclei	DAPI	22	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.869	103.717	44.992	8	255	19.375	10.232	19.377	10.206	90.101	101	136077
				1	1	1	nuclei	EdU	23	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.869	32.111	11.836	9	98	19.375	10.232	19.382	10.213	27.896	30	42130
				1	1	1	cytoplasm	DAPI	24	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.175	21.86	13.58	8	79	19.013	7.911	19.018	7.9	3.836	18	5793
				1	1	1	cytoplasm	EdU	25	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.175	27.691	9.928	9	73	19.013	7.911	19.013	7.917	4.859	26	7338
78	eG1	M	0	1	1	1	cell	DAPI	2	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	12.626	32.066	35.522	8	255	13.737	16.745	13.582	16.687	404.852	19	611433
				1	1	1	cell	EdU	3	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	12.626	26.176	11.911	9	96	13.737	16.745	13.716	16.752	330.486	24	499121
				1	1	1	nuclei	DAPI	4	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.722	131.555	43.704	22	255	13.459	16.444	13.47	16.447	95.034	130	143526
				1	1	1	nuclei	EdU	5	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.722	36.881	12.018	10	78	13.459	16.444	13.463	16.44	26.642	35	40237
				1	1	1	cytoplasm	DAPI	6	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	0.093	19.857	11.538	8	59	13.623	17.736	13.626	17.728	1.841	18	2780
				1	1	1	cytoplasm	EdU	7	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	0.093	31.114	10.476	12	78	13.623	17.736	13.621	17.735	2.884	30	4356
78	eG1	D	0	1	1	1	cell	DAPI	8	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:1	5.811	36.141	45.737	8	255	16.265	20.011	15.961	20.176	210.01	17	317171
				1	1	1	cell	EdU	9	MAX_slide2_020818_1.lif - Series040_w_nums_fluor.jpg:2	5.811	23.041	9.956	9	78	16.265	20.011	16.245	20.023	133.891	21	202211
