CellNum	Stage	Mother/daughter	mtDNA rep observed	ShiftedFlg	LifFile	BioRep	TechRep	EdU	CellPart	Fluor		Label	Area	Mean	StdDev	Mode	Min	Max	X	Y	XM	YM	IntDen	Median	Skew	RawIntDen
323	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	5.496	100.837	63.84	255	5	255	32.79	18.54	32.73	18.683	554.16	84	1.015	417969
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	5.496	43.553	20.724	25	6	147	32.754	18.322	32.784	18.395	239.351	40	1.034	180528
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.377	221.338	42.38	255	73	255	32.096	19.435	32.087	19.42	83.342	240	-1.292	62860
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.377	54.151	24.971	47	12	147	32.096	19.216	32.113	19.18	20.39	50	0.832	15379
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:1	0.097	86.493	29.977	103	23	151	33.149	19.334	33.139	19.329	8.371	86	0.182	6314
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series014_w_nums.tif:2	0.097	44.521	16.258	29	20	89	33.149	19.224	33.15	19.218	4.309	42	0.56	3250
324	M	M	0	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	13.169	102.533	68.731	255	6	255	17.497	11.946	17.144	11.959	1350.252	79	0.923	2471053
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	13.169	30.63	11.284	26	7	96	17.544	11.805	17.475	11.792	403.36	29	0.648	738177
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	2.416	218.372	36.385	255	69	255	16.649	11.996	16.652	11.99	527.535	227	-0.982	965424
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	2.416	36.125	10.744	36	12	92	16.696	11.808	16.698	11.841	87.269	35	0.618	159708
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	0.644	54.889	21.142	52	12	170	18.633	11.744	18.608	11.748	35.362	53	0.801	64714
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	0.644	28.361	9.789	22	7	69	18.633	11.604	18.606	11.604	18.271	27	0.803	33438
325	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	9.826	91.739	61.161	255	6	255	9.132	15.187	9.245	15.043	901.419	77	1.212	1649657
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	9.826	28.04	11.632	21	7	101	9.109	15	9.207	15	275.516	27	0.694	504213
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	0.944	229.655	32.745	255	96	255	9.544	14.453	9.558	14.446	216.721	245	-1.395	396614
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	0.944	34.288	10.802	28	9	82	9.567	14.289	9.566	14.302	32.357	33	0.637	59215
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	0.236	85.26	25.536	69	29	173	8.29	15.007	8.293	15.008	20.08	82	0.733	36747
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	0.236	29.357	9.189	29	9	64	8.29	14.867	8.292	14.868	6.914	29	0.568	12653
326	G1	M	0	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	10.336	96.512	58.64	255	6	255	8.628	2.235	8.797	2.171	997.52	83	1.107	1825530
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	10.336	31.061	11.874	28	7	93	8.651	2.001	8.714	2.023	321.042	30	0.696	587528
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	1.286	208.463	46.533	255	63	255	9.387	1.737	9.375	1.722	268.031	219	-0.795	490514
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	1.286	37.247	11.529	28	9	91	9.41	1.55	9.392	1.567	47.89	36	0.686	87642
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:1	0.139	74.374	23.132	90	29	169	8.039	1.174	8.034	1.175	10.323	71	0.882	18891
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series045_w_nums.tif:2	0.139	32.819	9.911	33	14	63	8.086	1.01	8.087	1.009	4.555	33	0.467	8336
327	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	11.618	131.545	59.351	255	17	255	11.312	3.917	11.342	4.106	1528.353	119	0.654	1967517
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	11.618	32.848	11.924	29	7	97	11.424	3.666	11.448	3.706	381.646	32	0.588	491310
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	1.194	245.39	18.749	255	144	255	11.196	4.92	11.197	4.921	292.979	255	-2.295	377165
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	1.194	41.21	11.47	38	13	83	11.196	4.697	11.203	4.687	49.202	40	0.474	63340
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.554	117.686	27.36	105	36	221	10.825	3.262	10.83	3.268	65.181	116	0.438	83910
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.554	36.307	10.95	27	12	77	10.853	3.123	10.869	3.131	20.109	35	0.603	25887
327	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	5.152	126.899	59.748	255	12	255	12.55	7.554	12.543	7.469	653.744	114	0.645	841593
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	5.152	32.145	12.746	26	7	105	12.577	7.331	12.616	7.362	165.602	30	1.028	213187
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.462	240.193	24.226	255	147	255	12.293	6.927	12.296	6.933	111.015	255	-1.765	142915
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.462	34.526	10.725	30	13	72	12.237	6.676	12.246	6.697	15.958	33	0.761	20543
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.192	107.599	27.293	97	48	210	11.891	7.889	11.899	7.885	20.645	103	0.72	26577
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.192	32.405	11.191	26	12	89	11.975	7.61	11.985	7.608	6.217	30	1.341	8004
328	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	9.324	131.582	62.585	255	14	255	7.076	6.961	7.047	6.815	1226.854	119	0.569	1579383
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	9.324	31.105	11.912	24	7	106	7.076	6.599	7.073	6.643	290.016	30	0.753	373351
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	1.003	245.538	19.944	255	129	255	6.93	6.044	6.926	6.049	246.235	255	-2.466	316989
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	1.003	35.802	10.881	31	9	80	6.958	5.793	6.975	5.8	35.904	35	0.684	46221
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.291	127.008	30.506	112	56	250	7.689	7.015	7.669	7.015	36.997	125	0.63	47628
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.291	33.995	10.272	30	13	68	7.689	6.792	7.675	6.793	9.903	33	0.504	12748
329	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	9.781	124.781	67.752	255	9	255	5.37	2.884	5.425	2.888	1220.527	116	0.428	1571239
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	9.781	31.29	13.912	24	8	104	5.37	2.577	5.378	2.678	306.056	30	0.727	393999
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.908	246.96	18.384	255	141	255	6.009	2.747	6.008	2.753	224.257	255	-2.729	288696
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.908	37.727	11.532	36	9	89	6.037	2.524	6.02	2.531	34.259	36	0.712	44103
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.149	124.156	25.889	103	67	195	5.299	1.788	5.301	1.788	18.517	121	0.454	23838
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.149	35.76	9.637	35	15	73	5.327	1.648	5.323	1.65	5.333	35	0.895	6866
330	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	26	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	15.157	109.303	62.681	255	8	255	18.015	20.744	18.102	20.656	1656.687	100	0.856	2132727
				0	slide1_060818_second Epp	2	2	1	cell	EdU	27	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	15.157	28.205	12.102	22	7	90	18.015	20.493	18.05	20.488	427.495	27	0.693	550333
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	28	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	1.555	243.032	19.942	255	131	255	18.614	20.151	18.616	20.152	377.949	255	-2.032	486550
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	29	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	1.555	39.363	11.577	37	10	86	18.614	19.845	18.595	19.852	61.214	38	0.604	78804
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	30	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.549	115.678	28.083	115	53	211	16.908	20.369	16.919	20.372	63.529	114	0.523	81784
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	31	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.549	33.516	10.721	31	11	76	16.908	20.118	16.921	20.12	18.407	32	0.671	23696
331	G1	M	0	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	9.063	135.737	55.54	255	19	255	22.072	18.198	22.075	18.291	1230.167	128	0.572	1583649
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	9.063	30.176	11.177	25	7	93	22.044	17.947	22.074	17.986	273.479	29	0.742	352062
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.801	246.712	18.247	255	139	255	22.147	19.031	22.141	19.03	197.585	255	-2.769	254360
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.801	37.767	11.181	31	11	77	22.147	18.725	22.151	18.72	30.247	37	0.455	38938
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.464	138.127	26.607	142	81	230	21.526	17.742	21.53	17.744	64.056	136	0.48	82462
332	G1	M	1	0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.464	33.353	10.092	29	12	77	21.554	17.547	21.564	17.551	15.468	32	0.844	19912
				0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	18.59	103.056	56.729	255	7	255	17.539	25.924	17.409	25.955	1915.842	94	1.007	2466348
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	18.59	29.085	12.675	27	7	109	17.539	25.868	17.519	25.848	540.695	27	0.834	696060
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	1.143	243.931	22.725	255	93	255	16.426	25.784	16.428	25.79	278.92	255	-2.614	359066
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	1.143	43.733	13.483	44	11	99	16.454	25.589	16.489	25.606	50.006	43	0.606	64375
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:1	0.348	105.181	25.148	96	45	209	18.734	26.377	18.743	26.375	36.603	103	0.553	47121
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series080_w_nums.tif:2	0.348	33.286	10.698	28	10	86	18.734	26.21	18.728	26.209	11.584	32	0.833	14912
333	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	14.148	103.196	61.678	255	6	255	4.949	5.197	4.766	5.335	1459.975	86	0.977	3135727
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	14.148	21.017	8.57	17	7	88	4.885	4.831	4.873	4.918	297.332	20	0.887	638609
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	1.563	223.056	33.335	255	93	255	4.218	5.912	4.201	5.909	348.637	232	-0.927	748800
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	1.563	25.448	9.125	20	7	72	4.218	5.717	4.238	5.727	39.775	24	0.86	85428
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.55	84.501	24.944	81	22	194	4.335	4.492	4.33	4.501	46.504	81	0.493	99880
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.55	20.563	7.35	19	7	65	4.357	4.19	4.354	4.198	11.317	20	0.878	24306
333	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	5.832	101.289	61.027	255	6	255	1.257	5.761	1.391	5.745	590.671	85	1.232	1268641
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	5.804	19.239	7.682	17	6	69	1.242	5.48	1.249	5.506	111.666	18	0.877	239835
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.568	240.996	25.026	255	107	255	2.01	5.544	2.003	5.54	136.779	255	-2.171	293774
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.568	22.281	7.943	20	7	61	2.01	5.349	2.01	5.347	12.646	21	0.776	27161
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.26	75.063	24.82	59	21	170	0.718	5.267	0.717	5.28	19.536	73	0.619	41960
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.26	19.161	7.241	14	7	49	0.718	5.094	0.719	5.095	4.987	18	0.779	10711
334	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	12.943	100.624	60.698	255	6	255	13.988	16.292	13.617	16.359	1302.328	88	0.856	2797134
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	12.943	26.361	11.335	22	7	94	14.009	16.033	13.876	16.125	341.174	25	0.759	732772
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	1.354	204.742	46.656	255	61	255	12.955	16.128	12.892	16.188	277.305	214	-0.757	595594
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	1.354	33.948	11.434	26	8	94	12.933	16.02	12.908	16.059	45.98	32	0.82	98755
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.132	110.993	28.765	107	45	211	13.553	16.951	13.555	16.951	14.625	109	0.343	31411
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.132	36.452	11.408	25	13	91	13.51	16.779	13.51	16.779	4.803	35	0.79	10316
334	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	7.294	96.8	63.96	255	6	255	10.277	17.452	10.519	17.482	706.058	78	1.223	1516467
				0	slide1_060818_second Epp	2	2	1	cell	EdU	21	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	7.294	25.922	10.418	19	7	88	10.277	17.171	10.335	17.23	189.076	25	0.804	406097
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	22	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.589	243.622	24.02	255	110	255	11.175	17.543	11.164	17.551	143.601	255	-2.507	308425
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	23	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.589	31.723	10.148	28	11	79	11.154	17.392	11.135	17.405	18.699	31	0.72	40161
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	24	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.41	75.727	25.324	70	18	181	9.819	17.082	9.849	17.081	31.027	72	0.642	66640
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	25	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.41	26.29	9.037	24	7	63	9.819	16.888	9.837	16.891	10.772	25	0.732	23135
335	G1	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	26	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	12.2	95.149	61.913	255	6	255	9.571	13.984	9.536	14.258	1160.86	80	1.236	2493289
				0	slide1_060818_second Epp	2	2	1	cell	EdU	27	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	12.2	24.509	10.186	18	7	91	9.571	13.79	9.57	13.88	299.018	23	0.804	642229
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	28	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	1.152	237.549	30.474	255	78	255	9.541	14.998	9.53	15.001	273.738	255	-2.032	587933
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	29	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	1.152	32.242	10.372	30	7	91	9.498	14.804	9.497	14.791	37.153	31	0.79	79798
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	30	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.415	95.013	26.948	100	29	202	8.606	13.491	8.614	13.494	39.46	92	0.634	84752
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	31	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.415	23.929	8.691	23	7	60	8.585	13.297	8.6	13.306	9.938	23	0.741	21345
336	M	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	10.861	105.921	61.677	255	6	255	18.374	13.092	18.474	12.983	1150.451	90	0.753	2470933
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	10.861	23.402	9.423	20	7	76	18.374	13.092	18.447	13.025	254.177	22	0.835	545921
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	2.12	193.883	43.381	255	57	255	18.726	12.756	18.691	12.743	411.003	198	-0.368	882750
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	2.12	28.779	9.776	26	7	71	18.726	12.756	18.745	12.761	61.007	28	0.792	131031
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:1	0.508	95.966	29.778	84	30	204	18.862	14.266	18.866	14.247	48.747	93	0.544	104699
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series047_w_nums.tif:2	0.508	24.188	8.634	22	7	60	18.862	14.266	18.855	14.255	12.287	23	0.734	26389
337	T	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	2	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	11.416	174.794	55.576	255	11	255	14.235	24.607	14.321	24.697	1995.383	172	-0.08	1803174
				0	slide1_060818_second Epp	2	2	1	cell	EdU	3	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	11.416	29.37	11.078	26	7	112	14.168	24.308	14.227	24.385	335.276	28	0.804	302980
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	4	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	1.572	252.21	11.449	255	156	255	15.421	24.972	15.418	24.971	396.594	255	-5.172	358391
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	5	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	1.572	36.118	11.754	33	11	87	15.421	24.772	15.397	24.782	56.795	35	0.668	51324
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	6	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	0.231	169.727	32.355	137	89	250	14.741	26.113	14.736	26.11	39.254	171	0.086	35473
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	7	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	0.231	28.306	8.269	25	10	52	14.741	25.913	14.748	25.911	6.547	27	0.372	5916
337	T	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	8	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	7.4	186.895	62.779	255	12	255	12.45	28.143	12.434	28.15	1382.987	198	-0.694	1249768
				0	slide1_060818_second Epp	2	2	1	cell	EdU	9	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	7.4	30.068	11.254	26	7	92	12.483	27.877	12.494	27.904	222.499	29	0.599	201066
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	10	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	1.439	249.236	20.289	255	38	255	11.794	28.527	11.805	28.525	358.545	255	-4.627	324007
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	11	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	1.439	34.515	11.035	29	11	92	11.828	28.294	11.848	28.276	49.653	34	0.757	44870
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	12	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	0.148	194.978	29.29	172	129	255	12.172	27.3	12.168	27.301	28.912	193	0.116	26127
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	13	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	0.148	32.851	10.308	30	14	68	12.206	27.167	12.2	27.169	4.871	31	0.684	4402
338	A	M	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	14	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	8.378	193.318	65.522	255	7	255	18.056	27.261	18.028	27.229	1619.625	210	-0.855	1463611
				0	slide1_060818_second Epp	2	2	1	cell	EdU	15	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	8.378	31.247	12.645	27	7	110	18.023	27.095	18.093	27.083	261.787	30	0.661	236570
				0	slide1_060818_second Epp	2	2	1	nuclei	DAPI	16	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	2.164	254.085	5.693	255	173	255	17.728	27.087	17.729	27.087	549.967	255	-8.179	496990
				0	slide1_060818_second Epp	2	2	1	nuclei	EdU	17	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	2.164	36.82	11.551	30	7	110	17.728	26.854	17.741	26.879	79.696	35	0.8	72019
				0	slide1_060818_second Epp	2	2	1	cytoplasm	DAPI	18	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	0.08	173.042	35.234	163	88	255	18.587	28.462	18.577	28.459	13.787	176	0.136	12459
				0	slide1_060818_second Epp	2	2	1	cytoplasm	EdU	19	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:2	0.08	27.792	8.112	24	11	49	18.587	28.296	18.581	28.293	2.214	26	0.681	2001
338	A	D	1	0	slide1_060818_second Epp	2	2	1	cell	DAPI	20	MAX_slide1_060818_second Epp.lif - Series071_w_nums.tif:1	4.678	172.625	57.361	255	27	255	17.487	24.167	17.452	24.215	807.465	174	-0.21	729684
